wl,nr,Kab,Kcar,Ks,Kw,Kdm,nw,flu1,flu2,GSV1,GSV2,GSV3,KcaV,KcaZ
884,1.4341,0,0.00E+00,1.53E-02,5.53E-02,2.30E+00,1.33E+00,0,0,0.71124,0.24384,0.09733,0.00000,0.00000
885,1.4341,0,0.00E+00,1.52E-02,5.57E-02,2.30E+00,1.33E+00,0,0,0.70921,0.24488,0.09802,0.00000,0.00000
886,1.4341,0,0.00E+00,1.50E-02,5.60E-02,2.30E+00,1.33E+00,0,0,0.70718,0.24594,0.09869,0.00000,0.00000
887,1.434,0,0.00E+00,1.48E-02,5.65E-02,2.30E+00,1.33E+00,0,0,0.70516,0.24700,0.09935,0.00000,0.00000
888,1.434,0,0.00E+00,1.46E-02,5.75E-02,2.30E+00,1.33E+00,0,0,0.70315,0.24807,0.09999,0.00000,0.00000
889,1.434,0,0.00E+00,1.45E-02,5.79E-02,2.30E+00,1.33E+00,0,0,0.70114,0.24915,0.10062,0.00000,0.00000
890,1.434,0,0.00E+00,1.43E-02,5.83E-02,2.30E+00,1.33E+00,0,0,0.69915,0.25024,0.10123,0.00000,0.00000
891,1.4339,0,0.00E+00,1.41E-02,5.92E-02,2.30E+00,1.33E+00,0,0,0.69716,0.25134,0.10183,0.00000,0.00000
892,1.4339,0,0.00E+00,1.40E-02,5.98E-02,2.30E+00,1.33E+00,0,0,0.69517,0.25246,0.10241,0.00000,0.00000
893,1.4339,0,0.00E+00,1.39E-02,6.01E-02,2.30E+00,1.33E+00,0,0,0.69319,0.25357,0.10299,0.00000,0.00000
894,1.4338,0,0.00E+00,1.37E-02,6.04E-02,2.30E+00,1.33E+00,0,0,0.69123,0.25470,0.10355,0.00000,0.00000
895,1.4338,0,0.00E+00,1.36E-02,6.09E-02,2.30E+00,1.33E+00,0,0,0.68926,0.25583,0.10410,0.00000,0.00000
896,1.4338,0,0.00E+00,1.34E-02,6.19E-02,2.30E+00,1.33E+00,0,0,0.68731,0.25697,0.10465,0.00000,0.00000
897,1.4337,0,0.00E+00,1.33E-02,6.23E-02,2.30E+00,1.33E+00,0,0,0.68537,0.25811,0.10518,0.00000,0.00000
898,1.4337,0,0.00E+00,1.31E-02,6.27E-02,2.30E+00,1.33E+00,0,0,0.68343,0.25926,0.10572,0.00000,0.00000
899,1.4337,0,0.00E+00,1.30E-02,6.36E-02,2.30E+00,1.33E+00,0,0,0.68150,0.26040,0.10624,0.00000,0.00000
900,1.4337,0,0.00E+00,1.29E-02,6.41E-02,2.30E+00,1.33E+00,0,0,0.67959,0.26155,0.10677,0.00000,0.00000
901,1.4336,0,0.00E+00,1.28E-02,6.46E-02,2.30E+00,1.33E+00,0,0,0.67768,0.26269,0.10729,0.00000,0.00000
902,1.4336,0,0.00E+00,1.27E-02,6.56E-02,2.30E+00,1.33E+00,0,0,0.67578,0.26384,0.10780,0.00000,0.00000
903,1.4336,0,0.00E+00,1.26E-02,6.64E-02,2.30E+00,1.33E+00,0,0,0.67390,0.26499,0.10831,0.00000,0.00000
904,1.4335,0,0.00E+00,1.25E-02,6.67E-02,2.30E+00,1.33E+00,0,0,0.67202,0.26614,0.10881,0.00000,0.00000
905,1.4335,0,0.00E+00,1.24E-02,6.70E-02,2.30E+00,1.33E+00,0,0,0.67016,0.26730,0.10930,0.00000,0.00000
906,1.4335,0,0.00E+00,1.23E-02,6.77E-02,2.30E+00,1.33E+00,0,0,0.66831,0.26847,0.10978,0.00000,0.00000
907,1.4335,0,0.00E+00,1.22E-02,6.90E-02,2.30E+00,1.33E+00,0,0,0.66647,0.26965,0.11024,0.00000,0.00000
908,1.4334,0,0.00E+00,1.21E-02,6.99E-02,2.30E+00,1.33E+00,0,0,0.66464,0.27084,0.11068,0.00000,0.00000
909,1.4334,0,0.00E+00,1.20E-02,7.04E-02,2.30E+00,1.33E+00,0,0,0.66283,0.27204,0.11111,0.00000,0.00000
910,1.4334,0,0.00E+00,1.19E-02,7.09E-02,2.30E+00,1.33E+00,0,0,0.66103,0.27325,0.11151,0.00000,0.00000
911,1.4334,0,0.00E+00,1.18E-02,7.19E-02,2.30E+00,1.33E+00,0,0,0.65924,0.27448,0.11189,0.00000,0.00000
912,1.4333,0,0.00E+00,1.17E-02,7.36E-02,2.30E+00,1.33E+00,0,0,0.65747,0.27573,0.11225,0.00000,0.00000
913,1.4333,0,0.00E+00,1.16E-02,7.49E-02,2.30E+00,1.33E+00,0,0,0.65571,0.27699,0.11259,0.00000,0.00000
914,1.4333,0,0.00E+00,1.15E-02,7.56E-02,2.30E+00,1.33E+00,0,0,0.65396,0.27827,0.11290,0.00000,0.00000
915,1.4332,0,0.00E+00,1.14E-02,7.63E-02,2.30E+00,1.33E+00,0,0,0.65222,0.27956,0.11320,0.00000,0.00000
916,1.4332,0,0.00E+00,1.13E-02,7.79E-02,2.30E+00,1.33E+00,0,0,0.65050,0.28087,0.11347,0.00000,0.00000
917,1.4332,0,0.00E+00,1.12E-02,8.09E-02,2.30E+00,1.33E+00,0,0,0.64878,0.28218,0.11373,0.00000,0.00000
918,1.4331,0,0.00E+00,1.11E-02,8.29E-02,2.30E+00,1.33E+00,0,0,0.64708,0.28351,0.11397,0.00000,0.00000
919,1.4331,0,0.00E+00,1.10E-02,8.41E-02,2.30E+00,1.33E+00,0,0,0.64538,0.28485,0.11419,0.00000,0.00000
920,1.4331,0,0.00E+00,1.09E-02,8.53E-02,2.30E+00,1.33E+00,0,0,0.64370,0.28620,0.11440,0.00000,0.00000
921,1.433,0,0.00E+00,1.08E-02,8.80E-02,2.30E+00,1.33E+00,0,0,0.64202,0.28756,0.11459,0.00000,0.00000
922,1.433,0,0.00E+00,1.07E-02,9.27E-02,2.30E+00,1.33E+00,0,0,0.64035,0.28892,0.11476,0.00000,0.00000
923,1.4329,0,0.00E+00,1.06E-02,9.58E-02,2.30E+00,1.33E+00,0,0,0.63868,0.29030,0.11492,0.00000,0.00000
924,1.4329,0,0.00E+00,1.05E-02,9.82E-02,2.30E+00,1.33E+00,0,0,0.63703,0.29169,0.11507,0.00000,0.00000
925,1.4329,0,0.00E+00,1.04E-02,1.01E-01,2.30E+00,1.33E+00,0,0,0.63537,0.29308,0.11521,0.00000,0.00000
926,1.4328,0,0.00E+00,1.03E-02,1.04E-01,2.30E+00,1.33E+00,0,0,0.63372,0.29448,0.11534,0.00000,0.00000
927,1.4328,0,0.00E+00,1.02E-02,1.07E-01,2.30E+00,1.33E+00,0,0,0.63207,0.29589,0.11546,0.00000,0.00000
928,1.4327,0,0.00E+00,1.01E-02,1.11E-01,2.30E+00,1.33E+00,0,0,0.63043,0.29730,0.11557,0.00000,0.00000
929,1.4327,0,0.00E+00,9.98E-03,1.19E-01,2.30E+00,1.33E+00,0,0,0.62878,0.29872,0.11568,0.00000,0.00000
930,1.4327,0,0.00E+00,9.88E-03,1.25E-01,2.30E+00,1.33E+00,0,0,0.62713,0.30014,0.11579,0.00000,0.00000
931,1.4326,0,0.00E+00,9.79E-03,1.28E-01,2.30E+00,1.33E+00,0,0,0.62548,0.30157,0.11589,0.00000,0.00000
932,1.4326,0,0.00E+00,9.69E-03,1.33E-01,2.30E+00,1.33E+00,0,0,0.62383,0.30300,0.11599,0.00000,0.00000
933,1.4325,0,0.00E+00,9.60E-03,1.37E-01,2.30E+00,1.33E+00,0,0,0.62217,0.30444,0.11608,0.00000,0.00000
934,1.4325,0,0.00E+00,9.50E-03,1.41E-01,2.30E+00,1.33E+00,0,0,0.62052,0.30587,0.11618,0.00000,0.00000
935,1.4324,0,0.00E+00,9.40E-03,1.47E-01,2.30E+00,1.33E+00,0,0,0.61887,0.30730,0.11628,0.00000,0.00000
936,1.4324,0,0.00E+00,9.31E-03,1.56E-01,2.30E+00,1.33E+00,0,0,0.61722,0.30873,0.11638,0.00000,0.00000
937,1.4324,0,0.00E+00,9.21E-03,1.64E-01,2.30E+00,1.33E+00,0,0,0.61557,0.31016,0.11648,0.00000,0.00000
938,1.4323,0,0.00E+00,9.12E-03,1.69E-01,2.30E+00,1.33E+00,0,0,0.61393,0.31158,0.11658,0.00000,0.00000
939,1.4323,0,0.00E+00,9.03E-03,1.73E-01,2.30E+00,1.33E+00,0,0,0.61229,0.31299,0.11668,0.00000,0.00000
940,1.4322,0,0.00E+00,8.93E-03,1.82E-01,2.30E+00,1.33E+00,0,0,0.61066,0.31440,0.11680,0.00000,0.00000
941,1.4322,0,0.00E+00,8.84E-03,1.96E-01,2.30E+00,1.33E+00,0,0,0.60903,0.31579,0.11691,0.00000,0.00000
942,1.4322,0,0.00E+00,8.74E-03,2.05E-01,2.30E+00,1.33E+00,0,0,0.60740,0.31719,0.11703,0.00000,0.00000
943,1.4321,0,0.00E+00,8.65E-03,2.11E-01,2.30E+00,1.33E+00,0,0,0.60577,0.31858,0.11714,0.00000,0.00000
944,1.4321,0,0.00E+00,8.56E-03,2.19E-01,2.30E+00,1.33E+00,0,0,0.60415,0.31998,0.11724,0.00000,0.00000
945,1.432,0,0.00E+00,8.46E-03,2.29E-01,2.30E+00,1.33E+00,0,0,0.60252,0.32140,0.11733,0.00000,0.00000
946,1.432,0,0.00E+00,8.37E-03,2.39E-01,2.30E+00,1.33E+00,0,0,0.60088,0.32284,0.11740,0.00000,0.00000
947,1.432,0,0.00E+00,8.28E-03,2.47E-01,2.30E+00,1.33E+00,0,0,0.59924,0.32430,0.11745,0.00000,0.00000
948,1.4319,0,0.00E+00,8.19E-03,2.54E-01,2.30E+00,1.33E+00,0,0,0.59758,0.32579,0.11748,0.00000,0.00000
949,1.4319,0,0.00E+00,8.10E-03,2.70E-01,2.30E+00,1.33E+00,0,0,0.59591,0.32732,0.11747,0.00000,0.00000
950,1.4318,0,0.00E+00,8.00E-03,2.98E-01,2.30E+00,1.33E+00,0,0,0.59423,0.32890,0.11743,0.00000,0.00000
951,1.4318,0,0.00E+00,7.91E-03,3.15E-01,2.30E+00,1.33E+00,0,0,0.59253,0.33052,0.11735,0.00000,0.00000
952,1.4317,0,0.00E+00,7.82E-03,3.27E-01,2.30E+00,1.33E+00,0,0,0.59082,0.33218,0.11723,0.00000,0.00000
953,1.4317,0,0.00E+00,7.73E-03,3.44E-01,2.30E+00,1.33E+00,0,0,0.58911,0.33386,0.11710,0.00000,0.00000
954,1.4316,0,0.00E+00,7.64E-03,3.62E-01,2.30E+00,1.33E+00,0,0,0.58741,0.33557,0.11694,0.00000,0.00000
955,1.4316,0,0.00E+00,7.55E-03,3.79E-01,2.30E+00,1.33E+00,0,0,0.58573,0.33727,0.11677,0.00000,0.00000
956,1.4316,0,0.00E+00,7.46E-03,3.93E-01,2.30E+00,1.33E+00,0,0,0.58408,0.33898,0.11660,0.00000,0.00000
957,1.4315,0,0.00E+00,7.37E-03,4.07E-01,2.30E+00,1.33E+00,0,0,0.58247,0.34066,0.11643,0.00000,0.00000
958,1.4315,0,0.00E+00,7.28E-03,4.18E-01,2.30E+00,1.33E+00,0,0,0.58090,0.34231,0.11628,0.00000,0.00000
959,1.4314,0,0.00E+00,7.20E-03,4.27E-01,2.30E+00,1.33E+00,0,0,0.57939,0.34392,0.11614,0.00000,0.00000
960,1.4313,0,0.00E+00,7.11E-03,4.39E-01,2.30E+00,1.33E+00,0,0,0.57795,0.34549,0.11603,0.00000,0.00000
961,1.4313,0,0.00E+00,7.02E-03,4.54E-01,2.30E+00,1.33E+00,0,0,0.57657,0.34699,0.11595,0.00000,0.00000
962,1.4312,0,0.00E+00,6.93E-03,4.61E-01,2.30E+00,1.33E+00,0,0,0.57523,0.34846,0.11589,0.00000,0.00000
963,1.4312,0,0.00E+00,6.84E-03,4.63E-01,2.30E+00,1.33E+00,0,0,0.57390,0.34992,0.11583,0.00000,0.00000
964,1.4311,0,0.00E+00,6.76E-03,4.66E-01,2.30E+00,1.33E+00,0,0,0.57254,0.35141,0.11577,0.00000,0.00000
965,1.4311,0,0.00E+00,6.67E-03,4.70E-01,2.30E+00,1.33E+00,0,0,0.57111,0.35294,0.11569,0.00000,0.00000
966,1.431,0,0.00E+00,6.59E-03,4.73E-01,2.30E+00,1.33E+00,0,0,0.56959,0.35455,0.11556,0.00000,0.00000
967,1.431,0,0.00E+00,6.50E-03,4.76E-01,2.30E+00,1.33E+00,0,0,0.56793,0.35627,0.11539,0.00000,0.00000
968,1.4309,0,0.00E+00,6.41E-03,4.77E-01,2.30E+00,1.33E+00,0,0,0.56610,0.35811,0.11516,0.00000,0.00000
969,1.4309,0,0.00E+00,6.33E-03,4.79E-01,2.30E+00,1.33E+00,0,0,0.56406,0.36012,0.11485,0.00000,0.00000
970,1.4308,0,0.00E+00,6.24E-03,4.80E-01,2.30E+00,1.33E+00,0,0,0.56178,0.36232,0.11445,0.00000,0.00000
971,1.4307,0,0.00E+00,6.16E-03,4.81E-01,2.30E+00,1.33E+00,0,0,0.55925,0.36473,0.11395,0.00000,0.00000
972,1.4307,0,0.00E+00,6.08E-03,4.83E-01,2.30E+00,1.33E+00,0,0,0.55649,0.36731,0.11336,0.00000,0.00000
973,1.4306,0,0.00E+00,5.99E-03,4.84E-01,2.30E+00,1.33E+00,0,0,0.55358,0.37003,0.11269,0.00000,0.00000
974,1.4306,0,0.00E+00,5.91E-03,4.86E-01,2.30E+00,1.33E+00,0,0,0.55056,0.37285,0.11197,0.00000,0.00000
975,1.4305,0,0.00E+00,5.83E-03,4.87E-01,2.30E+00,1.33E+00,0,0,0.54749,0.37573,0.11120,0.00000,0.00000
976,1.4304,0,0.00E+00,5.75E-03,4.87E-01,2.30E+00,1.33E+00,0,0,0.54444,0.37862,0.11041,0.00000,0.00000
977,1.4304,0,0.00E+00,5.66E-03,4.86E-01,2.30E+00,1.33E+00,0,0,0.54145,0.38150,0.10960,0.00000,0.00000
978,1.4303,0,0.00E+00,5.58E-03,4.86E-01,2.30E+00,1.33E+00,0,0,0.53859,0.38432,0.10880,0.00000,0.00000
979,1.4302,0,0.00E+00,5.50E-03,4.84E-01,2.30E+00,1.33E+00,0,0,0.53591,0.38703,0.10801,0.00000,0.00000
980,1.4302,0,0.00E+00,5.42E-03,4.82E-01,2.30E+00,1.33E+00,0,0,0.53348,0.38961,0.10726,0.00000,0.00000
981,1.4301,0,0.00E+00,5.34E-03,4.80E-01,2.30E+00,1.33E+00,0,0,0.53132,0.39202,0.10655,0.00000,0.00000
982,1.43,0,0.00E+00,5.26E-03,4.79E-01,2.30E+00,1.33E+00,0,0,0.52942,0.39427,0.10589,0.00000,0.00000
983,1.43,0,0.00E+00,5.18E-03,4.76E-01,2.30E+00,1.33E+00,0,0,0.52774,0.39640,0.10526,0.00000,0.00000
984,1.4299,0,0.00E+00,5.10E-03,4.74E-01,2.30E+00,1.33E+00,0,0,0.52624,0.39841,0.10466,0.00000,0.00000
985,1.4298,0,0.00E+00,5.02E-03,4.71E-01,2.30E+00,1.33E+00,0,0,0.52488,0.40034,0.10409,0.00000,0.00000
986,1.4298,0,0.00E+00,4.95E-03,4.68E-01,2.30E+00,1.33E+00,0,0,0.52364,0.40221,0.10352,0.00000,0.00000
987,1.4297,0,0.00E+00,4.87E-03,4.64E-01,2.30E+00,1.33E+00,0,0,0.52245,0.40403,0.10297,0.00000,0.00000
988,1.4296,0,0.00E+00,4.79E-03,4.60E-01,2.30E+00,1.33E+00,0,0,0.52130,0.40585,0.10242,0.00000,0.00000
989,1.4296,0,0.00E+00,4.71E-03,4.57E-01,2.30E+00,1.33E+00,0,0,0.52013,0.40767,0.10186,0.00000,0.00000
990,1.4295,0,0.00E+00,4.64E-03,4.53E-01,2.30E+00,1.33E+00,0,0,0.51892,0.40952,0.10130,0.00000,0.00000
991,1.4294,0,0.00E+00,4.56E-03,4.48E-01,2.30E+00,1.33E+00,0,0,0.51763,0.41142,0.10071,0.00000,0.00000
992,1.4293,0,0.00E+00,4.49E-03,4.43E-01,2.30E+00,1.33E+00,0,0,0.51626,0.41337,0.10011,0.00000,0.00000
993,1.4293,0,0.00E+00,4.41E-03,4.40E-01,2.30E+00,1.33E+00,0,0,0.51483,0.41536,0.09949,0.00000,0.00000
994,1.4292,0,0.00E+00,4.34E-03,4.36E-01,2.30E+00,1.33E+00,0,0,0.51334,0.41739,0.09886,0.00000,0.00000
995,1.4291,0,0.00E+00,4.26E-03,4.32E-01,2.30E+00,1.33E+00,0,0,0.51182,0.41945,0.09822,0.00000,0.00000
996,1.429,0,0.00E+00,4.19E-03,4.27E-01,2.30E+00,1.33E+00,0,0,0.51026,0.42153,0.09756,0.00000,0.00000
997,1.429,0,0.00E+00,4.12E-03,4.22E-01,2.30E+00,1.33E+00,0,0,0.50868,0.42363,0.09690,0.00000,0.00000
998,1.4289,0,0.00E+00,4.04E-03,4.17E-01,2.30E+00,1.33E+00,0,0,0.50709,0.42574,0.09623,0.00000,0.00000
999,1.4288,0,0.00E+00,3.97E-03,4.12E-01,2.30E+00,1.33E+00,0,0,0.50550,0.42786,0.09555,0.00000,0.00000
1000,1.4287,0,0.00E+00,3.90E-03,4.07E-01,2.30E+00,1.33E+00,0,0,0.50392,0.42997,0.09486,0.00000,0.00000
1001,1.4286,0,0.00E+00,3.83E-03,4.02E-01,2.30E+00,1.33E+00,0,0,0.50237,0.43208,0.09417,0.00000,0.00000
1002,1.4286,0,0.00E+00,3.76E-03,3.96E-01,2.30E+00,1.33E+00,0,0,0.50083,0.43418,0.09348,0.00000,0.00000
1003,1.4285,0,0.00E+00,3.69E-03,3.92E-01,2.30E+00,1.33E+00,0,0,0.49932,0.43627,0.09279,0.00000,0.00000
1004,1.4284,0,0.00E+00,3.62E-03,3.87E-01,2.30E+00,1.33E+00,0,0,0.49782,0.43836,0.09209,0.00000,0.00000
1005,1.4283,0,0.00E+00,3.55E-03,3.82E-01,2.30E+00,1.33E+00,0,0,0.49634,0.44045,0.09138,0.00000,0.00000
1006,1.4282,0,0.00E+00,3.48E-03,3.76E-01,2.30E+00,1.33E+00,0,0,0.49486,0.44254,0.09067,0.00000,0.00000
1007,1.4281,0,0.00E+00,3.42E-03,3.70E-01,2.30E+00,1.33E+00,0,0,0.49340,0.44463,0.08996,0.00000,0.00000
1008,1.4281,0,0.00E+00,3.35E-03,3.64E-01,2.30E+00,1.33E+00,0,0,0.49194,0.44672,0.08925,0.00000,0.00000
1009,1.428,0,0.00E+00,3.28E-03,3.58E-01,2.30E+00,1.33E+00,0,0,0.49049,0.44881,0.08853,0.00000,0.00000
1010,1.4279,0,0.00E+00,3.22E-03,3.52E-01,2.30E+00,1.33E+00,0,0,0.48904,0.45091,0.08781,0.00000,0.00000
1011,1.4278,0,0.00E+00,3.15E-03,3.46E-01,2.30E+00,1.33E+00,0,0,0.48759,0.45301,0.08708,0.00000,0.00000
1012,1.4277,0,0.00E+00,3.09E-03,3.40E-01,2.30E+00,1.33E+00,0,0,0.48614,0.45512,0.08635,0.00000,0.00000
1013,1.4276,0,0.00E+00,3.02E-03,3.35E-01,2.30E+00,1.33E+00,0,0,0.48469,0.45723,0.08561,0.00000,0.00000
1014,1.4275,0,0.00E+00,2.96E-03,3.30E-01,2.30E+00,1.33E+00,0,0,0.48323,0.45936,0.08486,0.00000,0.00000
1015,1.4274,0,0.00E+00,2.89E-03,3.24E-01,2.30E+00,1.33E+00,0,0,0.48178,0.46149,0.08411,0.00000,0.00000
1016,1.4273,0,0.00E+00,2.83E-03,3.19E-01,2.30E+00,1.33E+00,0,0,0.48031,0.46364,0.08334,0.00000,0.00000
1017,1.4273,0,0.00E+00,2.77E-03,3.14E-01,2.30E+00,1.33E+00,0,0,0.47885,0.46579,0.08257,0.00000,0.00000
1018,1.4272,0,0.00E+00,2.71E-03,3.09E-01,2.30E+00,1.33E+00,0,0,0.47737,0.46796,0.08178,0.00000,0.00000
1019,1.4271,0,0.00E+00,2.65E-03,3.02E-01,2.30E+00,1.33E+00,0,0,0.47589,0.47015,0.08098,0.00000,0.00000
1020,1.427,0,0.00E+00,2.59E-03,2.96E-01,2.30E+00,1.33E+00,0,0,0.47440,0.47234,0.08017,0.00000,0.00000
1021,1.4269,0,0.00E+00,2.53E-03,2.90E-01,2.30E+00,1.33E+00,0,0,0.47291,0.47456,0.07933,0.00000,0.00000
1022,1.4268,0,0.00E+00,2.47E-03,2.84E-01,2.30E+00,1.33E+00,0,0,0.47141,0.47678,0.07849,0.00000,0.00000
1023,1.4267,0,0.00E+00,2.41E-03,2.78E-01,2.30E+00,1.33E+00,0,0,0.46990,0.47902,0.07763,0.00000,0.00000
1024,1.4266,0,0.00E+00,2.35E-03,2.72E-01,2.30E+00,1.33E+00,0,0,0.46839,0.48126,0.07676,0.00000,0.00000
1025,1.4265,0,0.00E+00,2.29E-03,2.67E-01,2.30E+00,1.33E+00,0,0,0.46688,0.48351,0.07588,0.00000,0.00000
1026,1.4264,0,0.00E+00,2.23E-03,2.62E-01,2.30E+00,1.33E+00,0,0,0.46537,0.48577,0.07500,0.00000,0.00000
1027,1.4264,0,0.00E+00,2.18E-03,2.57E-01,2.30E+00,1.33E+00,0,0,0.46386,0.48802,0.07410,0.00000,0.00000
1028,1.4263,0,0.00E+00,2.12E-03,2.51E-01,2.30E+00,1.33E+00,0,0,0.46235,0.49028,0.07320,0.00000,0.00000
1029,1.4262,0,0.00E+00,2.07E-03,2.44E-01,2.30E+00,1.33E+00,0,0,0.46086,0.49252,0.07230,0.00000,0.00000
1030,1.4261,0,0.00E+00,2.01E-03,2.39E-01,2.30E+00,1.33E+00,0,0,0.45937,0.49477,0.07140,0.00000,0.00000
1031,1.426,0,0.00E+00,1.96E-03,2.36E-01,2.30E+00,1.33E+00,0,0,0.45788,0.49700,0.07050,0.00000,0.00000
1032,1.4259,0,0.00E+00,1.91E-03,2.33E-01,2.30E+00,1.33E+00,0,0,0.45641,0.49922,0.06959,0.00000,0.00000
1033,1.4258,0,0.00E+00,1.85E-03,2.30E-01,2.30E+00,1.33E+00,0,0,0.45495,0.50144,0.06869,0.00000,0.00000
1034,1.4257,0,0.00E+00,1.80E-03,2.25E-01,2.30E+00,1.33E+00,0,0,0.45349,0.50364,0.06778,0.00000,0.00000
1035,1.4256,0,0.00E+00,1.75E-03,2.20E-01,2.30E+00,1.33E+00,0,0,0.45204,0.50584,0.06688,0.00000,0.00000
1036,1.4255,0,0.00E+00,1.70E-03,2.15E-01,2.30E+00,1.33E+00,0,0,0.45059,0.50803,0.06598,0.00000,0.00000
1037,1.4254,0,0.00E+00,1.65E-03,2.11E-01,2.30E+00,1.33E+00,0,0,0.44916,0.51021,0.06507,0.00000,0.00000
1038,1.4253,0,0.00E+00,1.60E-03,2.06E-01,2.30E+00,1.33E+00,0,0,0.44773,0.51239,0.06417,0.00000,0.00000
1039,1.4252,0,0.00E+00,1.55E-03,2.02E-01,2.30E+00,1.33E+00,0,0,0.44630,0.51456,0.06327,0.00000,0.00000
1040,1.4251,0,0.00E+00,1.50E-03,1.98E-01,2.30E+00,1.33E+00,0,0,0.44488,0.51672,0.06237,0.00000,0.00000
1041,1.425,0,0.00E+00,1.46E-03,1.94E-01,2.30E+00,1.33E+00,0,0,0.44346,0.51887,0.06146,0.00000,0.00000
1042,1.4249,0,0.00E+00,1.41E-03,1.90E-01,2.30E+00,1.33E+00,0,0,0.44204,0.52102,0.06056,0.00000,0.00000
1043,1.4248,0,0.00E+00,1.36E-03,1.87E-01,2.30E+00,1.33E+00,0,0,0.44063,0.52316,0.05966,0.00000,0.00000
1044,1.4247,0,0.00E+00,1.32E-03,1.84E-01,2.30E+00,1.33E+00,0,0,0.43923,0.52530,0.05876,0.00000,0.00000
1045,1.4246,0,0.00E+00,1.27E-03,1.82E-01,2.30E+00,1.33E+00,0,0,0.43783,0.52743,0.05786,0.00000,0.00000
1046,1.4245,0,0.00E+00,1.23E-03,1.79E-01,2.30E+00,1.33E+00,0,0,0.43644,0.52956,0.05696,0.00000,0.00000
1047,1.4244,0,0.00E+00,1.19E-03,1.75E-01,2.30E+00,1.33E+00,0,0,0.43505,0.53168,0.05607,0.00000,0.00000
1048,1.4243,0,0.00E+00,1.14E-03,1.72E-01,2.30E+00,1.33E+00,0,0,0.43367,0.53380,0.05517,0.00000,0.00000
1049,1.4241,0,0.00E+00,1.10E-03,1.69E-01,2.30E+00,1.33E+00,0,0,0.43230,0.53592,0.05427,0.00000,0.00000
1050,1.424,0,0.00E+00,1.06E-03,1.66E-01,2.30E+00,1.33E+00,0,0,0.43093,0.53803,0.05338,0.00000,0.00000
1051,1.4239,0,0.00E+00,1.02E-03,1.64E-01,2.30E+00,1.33E+00,0,0,0.42957,0.54014,0.05248,0.00000,0.00000
1052,1.4238,0,0.00E+00,9.81E-04,1.61E-01,2.30E+00,1.33E+00,0,0,0.42822,0.54225,0.05159,0.00000,0.00000
1053,1.4237,0,0.00E+00,9.42E-04,1.59E-01,2.30E+00,1.33E+00,0,0,0.42688,0.54435,0.05069,0.00000,0.00000
1054,1.4236,0,0.00E+00,9.04E-04,1.56E-01,2.30E+00,1.33E+00,0,0,0.42555,0.54646,0.04980,0.00000,0.00000
1055,1.4235,0,0.00E+00,8.67E-04,1.55E-01,2.30E+00,1.33E+00,0,0,0.42422,0.54856,0.04890,0.00000,0.00000
1056,1.4234,0,0.00E+00,8.30E-04,1.53E-01,2.30E+00,1.33E+00,0,0,0.42291,0.55066,0.04800,0.00000,0.00000
1057,1.4233,0,0.00E+00,7.94E-04,1.52E-01,2.30E+00,1.33E+00,0,0,0.42160,0.55275,0.04710,0.00000,0.00000
1058,1.4232,0,0.00E+00,7.58E-04,1.51E-01,2.30E+00,1.33E+00,0,0,0.42031,0.55485,0.04620,0.00000,0.00000
1059,1.4231,0,0.00E+00,7.24E-04,1.50E-01,2.30E+00,1.33E+00,0,0,0.41902,0.55695,0.04529,0.00000,0.00000
1060,1.4229,0,0.00E+00,6.90E-04,1.48E-01,2.30E+00,1.33E+00,0,0,0.41775,0.55904,0.04437,0.00000,0.00000
1061,1.4228,0,0.00E+00,6.57E-04,1.46E-01,2.30E+00,1.33E+00,0,0,0.41649,0.56114,0.04346,0.00000,0.00000
1062,1.4227,0,0.00E+00,6.25E-04,1.45E-01,2.30E+00,1.33E+00,0,0,0.41523,0.56323,0.04253,0.00000,0.00000
1063,1.4226,0,0.00E+00,5.93E-04,1.44E-01,2.30E+00,1.33E+00,0,0,0.41399,0.56533,0.04161,0.00000,0.00000
1064,1.4225,0,0.00E+00,5.63E-04,1.44E-01,2.30E+00,1.33E+00,0,0,0.41275,0.56742,0.04067,0.00000,0.00000
1065,1.4224,0,0.00E+00,5.33E-04,1.43E-01,2.30E+00,1.33E+00,0,0,0.41152,0.56952,0.03974,0.00000,0.00000
1066,1.4223,0,0.00E+00,5.03E-04,1.43E-01,2.30E+00,1.33E+00,0,0,0.41030,0.57162,0.03879,0.00000,0.00000
1067,1.4222,0,0.00E+00,4.75E-04,1.42E-01,2.30E+00,1.33E+00,0,0,0.40908,0.57372,0.03785,0.00000,0.00000
1068,1.4221,0,0.00E+00,4.47E-04,1.41E-01,2.30E+00,1.33E+00,0,0,0.40786,0.57583,0.03690,0.00000,0.00000
1069,1.4219,0,0.00E+00,4.21E-04,1.41E-01,2.30E+00,1.33E+00,0,0,0.40665,0.57793,0.03594,0.00000,0.00000
1070,1.4218,0,0.00E+00,3.94E-04,1.41E-01,2.30E+00,1.33E+00,0,0,0.40544,0.58004,0.03498,0.00000,0.00000
1071,1.4217,0,0.00E+00,3.69E-04,1.41E-01,2.30E+00,1.33E+00,0,0,0.40424,0.58216,0.03402,0.00000,0.00000
1072,1.4216,0,0.00E+00,3.45E-04,1.41E-01,2.30E+00,1.33E+00,0,0,0.40303,0.58428,0.03305,0.00000,0.00000
1073,1.4215,0,0.00E+00,3.21E-04,1.41E-01,2.30E+00,1.33E+00,0,0,0.40182,0.58640,0.03208,0.00000,0.00000
